iter	Logloss
415	0.01711581039
416	0.01701917267
417	0.01698852539
418	0.0169442215
419	0.01687891006
420	0.01678790665
421	0.01666994476
422	0.01657419205
423	0.01646452332
424	0.01637250137
425	0.01626018524
426	0.01616713715
427	0.01611670303
428	0.01611670303
429	0.01611667061
430	0.01601437378
431	0.01600066757
432	0.01591290474
433	0.01584969711
434	0.01578136253
435	0.01570176506
436	0.01568864441
437	0.01568864441
438	0.01568864441
439	0.01564690971
440	0.01556599617
441	0.01552963257
442	0.01545688343
443	0.01545690155
444	0.01536088467
445	0.01534727097
446	0.01526956558
447	0.01515654564
448	0.01508119011
449	0.01506575584
450	0.01498094368
451	0.01496236038
452	0.01496234131
453	0.01496234131
454	0.01489690399
455	0.01487502384
456	0.01481814957
457	0.01473492432
458	0.01463726807
459	0.01463726807
460	0.01454118919
461	0.01451373577
462	0.01451368046
463	0.01445510769
464	0.01439215183
465	0.01428808689
466	0.01428808689
467	0.01423129463
468	0.01423129463
469	0.01415141296
470	0.01407532406
471	0.01401023102
472	0.01393251228
473	0.01384762955
474	0.01380318642
475	0.01374783134
476	0.01372125816
477	0.01372102165
478	0.01372097778
479	0.01369484997
480	0.01365881348
481	0.01359708786
482	0.01354065514
483	0.01345859909
484	0.0133866787
485	0.0133696146
486	0.0133178196
487	0.01326268005
488	0.01326262188
489	0.01319698715
490	0.01316384315
491	0.01308157825
492	0.01301848984
493	0.01296788025
494	0.01288606453
495	0.01279892731
496	0.01273816681
497	0.0127381649
498	0.01268345833
499	0.01265972805
500	0.01259392548
501	0.01256128979
502	0.01256126881
503	0.01256116486
504	0.01249466133
505	0.01244433403
506	0.01237682724
507	0.01231497192
508	0.01224631405
509	0.01219021606
510	0.01217088985
511	0.01217092991
512	0.01216311646
513	0.01216310692
514	0.01214569283
515	0.01209626865
516	0.01206036091
517	0.01199461842
518	0.01192196655
519	0.01186192894
520	0.01179781723
521	0.01172490788
522	0.01167336464
523	0.01167320442
524	0.01167320442
525	0.01159392166
526	0.01159395981
527	0.01153587532
528	0.01150068474
529	0.01150066948
530	0.01145025063
531	0.0113944416
532	0.01139419365
533	0.01136134529
534	0.01130980778
535	0.01129344368
536	0.01123659325
537	0.0111719408
538	0.0111719408
539	0.01114071465
540	0.0111201067
541	0.01110881424
542	0.01105499649
543	0.01102111435
544	0.0110211544
545	0.01097880936
546	0.01097880936
547	0.01097883415
548	0.01097876644
549	0.01097876644
550	0.01096344185
551	0.0109344101
552	0.0109247427
553	0.01092463779
554	0.01087018871
555	0.01087011623
556	0.0108362236
557	0.01081203365
558	0.01076889801
559	0.01071662521
560	0.01071649933
561	0.01071646214
562	0.01066749859
563	0.01061060524
564	0.01061060143
565	0.01061019516
566	0.01061019516
567	0.01059672356
568	0.01059661102
569	0.01059661102
570	0.01056062126
571	0.01056062126
572	0.01056062126
573	0.01051279926
574	0.01048999596
575	0.01044844055
576	0.01042486
577	0.01042486382
578	0.01037024498
579	0.01037024498
580	0.01033292961
581	0.01031003571
582	0.01026059532
583	0.01026059532
584	0.01026058197
585	0.01020285511
586	0.01020275497
587	0.01020275497
588	0.01018332291
589	0.01015703011
590	0.0101570034
591	0.01015698624
592	0.01014097023
593	0.01009239674
594	0.01003664589
595	0.01003662491
596	0.009999269485
597	0.0099992733
598	0.009955816269
599	0.009955803871
600	0.009955760956
601	0.009890583038
602	0.009890583038
603	0.0098269701
604	0.009783449173
605	0.009783449173
606	0.009783449173
607	0.0097450037
608	0.009708312988
609	0.009666155815
610	0.009622527122
611	0.009583786964
612	0.009543458939
613	0.009500263214
614	0.009500263214
615	0.009462375641
616	0.009462375641
617	0.009419944763
618	0.009419946671
619	0.009419946671
620	0.009384305954
621	0.00936302948
