iter	Logloss
0	0.6563242188
1	0.5597620239
2	0.539053894
3	0.5364447021
4	0.4615803833
5	0.4449891968
6	0.4093361206
7	0.3666533203
8	0.3613405151
9	0.3365184937
10	0.3067426147
11	0.3020162354
12	0.2876262817
13	0.2680809937
14	0.265083252
15	0.2544110107
16	0.2444225159
17	0.2418598022
18	0.231918457
19	0.2245951996
20	0.2221661072
21	0.2152236786
22	0.2092850647
23	0.2021456451
24	0.1983143311
25	0.191194519
26	0.1875252533
27	0.1875250549
28	0.1858102112
29	0.1858102112
30	0.1841262817
31	0.1833396606
32	0.1783775177
33	0.1775100098
34	0.1775100555
35	0.1728085632
36	0.171332962
37	0.1711384277
38	0.1702342072
39	0.1674751587
40	0.1674752197
41	0.1627321777
42	0.1580702362
43	0.1553360596
44	0.1552373047
45	0.1516646423
46	0.1511162415
47	0.1500749512
48	0.1484702759
49	0.1453061829
50	0.1453061829
51	0.14293013
52	0.1401627045
53	0.1371510773
54	0.1338851929
55	0.1332962189
56	0.1329321747
57	0.1323377228
58	0.1320155182
59	0.1319350128
60	0.1319349518
61	0.1316863403
62	0.1287459106
63	0.1263801727
64	0.1239552002
65	0.1211174164
66	0.1195763474
67	0.11928582
68	0.1192857819
69	0.1189446716
70	0.1186964264
71	0.1186286163
72	0.1168648605
73	0.1168648529
74	0.1147582703
75	0.1123269348
76	0.1103033218
77	0.1103033142
78	0.1086264954
79	0.1066040344
80	0.1064618149
81	0.1048984375
82	0.1048984833
83	0.1027569122
84	0.1026165848
85	0.1020914001
86	0.1003226166
87	0.1003226166
88	0.09839178467
89	0.09740318298
90	0.09578637695
91	0.09565625
92	0.0941085968
93	0.09289042664
94	0.09197628784
95	0.09058959961
96	0.09035120392
97	0.08989591217
98	0.08980889893
99	0.08976105499
100	0.08851122284
101	0.08777433777
102	0.08679492188
103	0.08675271606
104	0.08514427185
105	0.08402671814
106	0.08303044128
107	0.08226848602
108	0.08216702271
109	0.08206285095
110	0.08200608826
111	0.08170011902
112	0.08037608337
113	0.08027870178
114	0.07980444336
115	0.07974620056
116	0.07897519684
117	0.07895614624
118	0.07855648804
119	0.07745030975
120	0.0768216629
121	0.07673900604
122	0.07657511902
123	0.0764708786
124	0.07644534302
125	0.07616073608
126	0.07616075134
127	0.07606288147
128	0.07481559753
129	0.07466976166
130	0.0734758606
131	0.07267259216
132	0.07238040161
133	0.07156347656
134	0.0715634613
135	0.07127052307
136	0.07051296997
137	0.07051298523
138	0.07033543396
139	0.07007182312
140	0.06991523743
141	0.06987019348
142	0.06914211273
143	0.06820417786
144	0.06749118042
145	0.06726171112
146	0.0665782547
147	0.06657820892
148	0.06644940948
149	0.06610874939
150	0.06610877228
151	0.06522561646
152	0.06451541901
153	0.06451540375
154	0.06448733521
155	0.0644058075
156	0.06410014343
157	0.06331627655
158	0.06258344269
159	0.06176279068
160	0.0610328064
161	0.06022093201
162	0.05941754532
163	0.05855826187
164	0.05855822754
165	0.05855821228
166	0.05855819702
167	0.05855826569
168	0.0578086319
169	0.05724893188
170	0.05663739777
171	0.05661647797
172	0.05591794968
173	0.05582165909
174	0.05543160248
175	0.05531805801
176	0.05470774841
177	0.05402852631
178	0.05374721909
179	0.05291461182
180	0.05284257126
181	0.05284252167
182	0.05284257126
183	0.05230414581
184	0.05197559357
185	0.05172896957
186	0.05163479614
187	0.05147283936
188	0.0514369278
189	0.05070333099
190	0.05068377304
191	0.05063042068
192	0.0506304245
193	0.05011685944
194	0.05006810379
195	0.04973549652
196	0.04964797974
197	0.04939626694
198	0.04883637238
199	0.04858242416
200	0.04827327728
201	0.04795652771
202	0.04746491241
203	0.04683517456
204	0.0467596817
205	0.04663184357
206	0.04616706848
207	0.04615433502
208	0.04574892426
209	0.04520749283
210	0.04478435135
211	0.04445513916
212	0.04396348953
213	0.04395295334
214	0.04390753937
215	0.04361149597
216	0.04318600845
217	0.04279177475
218	0.04224178314
219	0.04189056396
220	0.04189055634
221	0.04157830429
222	0.04119220734
223	0.04114732742
224	0.04066535187
225	0.04026081467
226	0.03969985199
227	0.03967002106
228	0.03958721924
229	0.03923054123
230	0.03884534073
231	0.03875017166
232	0.03873789215
233	0.03867461014
234	0.03840929794
235	0.0383740387
236	0.03827455139
237	0.03815021515
238	0.0376072464
239	0.03737728119
240	0.0373635025
241	0.03718143463
242	0.03711265945
243	0.03684113312
244	0.03682416534
245	0.03636123276
246	0.03636119843
247	0.03636122894
248	0.03631735992
249	0.03631733322
250	0.03593584824
251	0.03569271088
252	0.03569272614
253	0.03568110657
254	0.0353599205
255	0.03503759766
256	0.03481330109
257	0.03443144226
258	0.0341848793
259	0.03385625839
260	0.03360115051
261	0.03346997833
262	0.03345138168
263	0.03334601974
264	0.03307034302
265	0.03287288284
266	0.03251296234
267	0.03218779755
268	0.03191889572
269	0.03182312584
270	0.03178141785
271	0.03155233002
272	0.03121888924
273	0.03120541763
274	0.03118819046
275	0.03109713745
276	0.03082536125
277	0.03070418739
278	0.03055731201
279	0.03033521652
280	0.03028046799
281	0.0302682724
282	0.03024265289
283	0.03024263
284	0.02999316025
285	0.02985122299
286	0.02951859283
287	0.02920541382
288	0.02911291313
289	0.02890139771
290	0.02883939171
291	0.02865024185
292	0.02854031754
293	0.02835981369
294	0.02831133652
295	0.0282181282
296	0.02798109055
297	0.02775839806
298	0.02774808121
299	0.02754820442
300	0.02731349564
301	0.02717851067
302	0.02691958237
303	0.02678830147
304	0.02655316925
305	0.02648716164
306	0.0263444519
307	0.02611727524
308	0.02594538116
309	0.02568824959
310	0.02552596664
311	0.02547758484
312	0.02540487671
313	0.02538883018
314	0.02536067963
315	0.02527590561
316	0.02523567009
317	0.02523564529
318	0.02505196953
319	0.0249936161
320	0.0248529892
321	0.02482492447
322	0.02460985947
323	0.02452117157
324	0.0243527298
325	0.02407283592
326	0.02405298233
327	0.02405295944
328	0.02400690842
329	0.02398914719
330	0.02391443634
331	0.02373961258
332	0.02362203789
333	0.02360753632
334	0.02344864082
335	0.02326549149
336	0.02311805916
337	0.02311805916
338	0.02294654465
339	0.022946558
340	0.0228316288
341	0.02271324921
342	0.02252364159
343	0.02252365875
344	0.02252365494
345	0.02237260628
346	0.02223372459
347	0.02220713043
348	0.02211035728
349	0.02196121216
350	0.02179865646
351	0.02178928375
352	0.02170271301
353	0.02170271301
354	0.02169815063
355	0.02159388351
356	0.02143549919
357	0.02138791466
358	0.021265728
359	0.021265728
360	0.02122116089
361	0.02118249893
362	0.02098534393
363	0.02098530197
364	0.02098528862
365	0.02081569099
366	0.02079103088
367	0.0207383461
368	0.02058480072
369	0.02058483315
370	0.02058473587
371	0.02054709435
372	0.02052823257
373	0.02041925621
374	0.0204191227
375	0.02027554512
376	0.02011796951
377	0.01997583008
378	0.01994756699
379	0.01993696594
380	0.01977064705
381	0.01964260674
382	0.0196426239
383	0.01953020477
384	0.01938867569
385	0.01926333237
386	0.01924810791
387	0.01911279106
388	0.01907327461
389	0.01896347046
390	0.01883252907
391	0.01882758331
392	0.01867419815
393	0.01853751945
394	0.01843360138
395	0.0183580513
396	0.01822268486
397	0.01804411125
398	0.01801753998
399	0.0179148674
400	0.01791459846
401	0.01791459846
402	0.01781327057
403	0.0178126297
404	0.01781253433
405	0.01781130409
406	0.01765247917
407	0.01751198196
408	0.01751199341
409	0.01749906921
410	0.01749906921
411	0.01735004807
412	0.01722688293
413	0.01716666222
414	0.01711613464
